starttime	seconds	ctime	dtime	ttime	wait
Wed Aug 19 23:05:14 2015	1440014714	0	85	85	85
Wed Aug 19 23:02:45 2015	1440014565	0	86	86	86
Wed Aug 19 23:05:14 2015	1440014714	0	86	86	86
Wed Aug 19 23:02:55 2015	1440014575	0	86	86	86
Wed Aug 19 23:02:36 2015	1440014556	0	86	87	86
Wed Aug 19 23:02:06 2015	1440014526	0	87	87	87
Wed Aug 19 23:05:52 2015	1440014752	0	87	87	87
Wed Aug 19 23:05:46 2015	1440014746	0	87	87	87
Wed Aug 19 23:03:48 2015	1440014628	0	87	87	87
Wed Aug 19 23:02:57 2015	1440014577	0	88	88	88
Wed Aug 19 23:02:45 2015	1440014565	0	88	88	88
Wed Aug 19 23:02:19 2015	1440014539	0	88	89	88
Wed Aug 19 23:06:44 2015	1440014804	0	89	89	89
Wed Aug 19 23:03:31 2015	1440014611	0	89	89	89
Wed Aug 19 23:06:04 2015	1440014764	0	89	89	89
Wed Aug 19 23:03:20 2015	1440014600	0	89	89	89
Wed Aug 19 23:03:23 2015	1440014603	0	89	89	89
Wed Aug 19 23:07:35 2015	1440014855	0	89	90	89
Wed Aug 19 23:06:34 2015	1440014794	0	89	90	89
Wed Aug 19 23:02:56 2015	1440014576	0	90	90	89
Wed Aug 19 23:07:13 2015	1440014833	0	90	90	90
Wed Aug 19 23:06:06 2015	1440014766	0	90	90	90
Wed Aug 19 23:07:22 2015	1440014842	0	90	90	90
Wed Aug 19 23:03:42 2015	1440014622	0	90	90	90
Wed Aug 19 23:02:21 2015	1440014541	0	90	90	90
Wed Aug 19 23:02:43 2015	1440014563	0	91	91	90
Wed Aug 19 23:02:07 2015	1440014527	0	91	91	91
Wed Aug 19 23:07:23 2015	1440014843	0	91	91	91
Wed Aug 19 23:04:39 2015	1440014679	0	91	91	91
Wed Aug 19 23:03:19 2015	1440014599	0	92	92	92
Wed Aug 19 23:07:23 2015	1440014843	0	93	93	92
Wed Aug 19 23:02:19 2015	1440014539	0	93	93	93
Wed Aug 19 23:05:04 2015	1440014704	0	93	93	93
Wed Aug 19 23:05:44 2015	1440014744	0	93	93	93
Wed Aug 19 23:03:37 2015	1440014617	0	93	93	93
Wed Aug 19 23:04:42 2015	1440014682	0	93	93	93
Wed Aug 19 23:02:08 2015	1440014528	0	93	93	93
Wed Aug 19 23:07:37 2015	1440014857	0	93	93	93
Wed Aug 19 23:05:23 2015	1440014723	0	93	93	93
Wed Aug 19 23:03:11 2015	1440014591	0	93	93	93
Wed Aug 19 23:03:46 2015	1440014626	0	94	94	93
Wed Aug 19 23:07:49 2015	1440014869	0	94	94	94
Wed Aug 19 23:06:12 2015	1440014772	0	94	94	94
Wed Aug 19 23:05:56 2015	1440014756	0	94	94	94
Wed Aug 19 23:07:07 2015	1440014827	0	94	94	94
Wed Aug 19 23:03:30 2015	1440014610	0	94	94	94
Wed Aug 19 23:02:44 2015	1440014564	0	95	95	94
Wed Aug 19 23:03:56 2015	1440014636	0	95	95	95
Wed Aug 19 23:02:12 2015	1440014532	0	95	95	95
Wed Aug 19 23:02:06 2015	1440014526	0	95	95	95
Wed Aug 19 23:04:48 2015	1440014688	0	95	95	95
Wed Aug 19 23:05:54 2015	1440014754	0	95	95	95
Wed Aug 19 23:04:12 2015	1440014652	0	95	96	95
Wed Aug 19 23:06:40 2015	1440014800	0	95	96	95
Wed Aug 19 23:06:55 2015	1440014815	0	96	96	96
Wed Aug 19 23:05:46 2015	1440014746	0	96	96	96
Wed Aug 19 23:03:30 2015	1440014610	0	96	96	96
Wed Aug 19 23:03:50 2015	1440014630	0	96	97	96
Wed Aug 19 23:05:40 2015	1440014740	0	96	97	96
Wed Aug 19 23:07:47 2015	1440014867	0	97	97	96
Wed Aug 19 23:05:34 2015	1440014734	0	97	97	96
Wed Aug 19 23:07:09 2015	1440014829	0	97	97	97
Wed Aug 19 23:04:48 2015	1440014688	0	97	97	97
Wed Aug 19 23:03:56 2015	1440014636	0	97	97	97
Wed Aug 19 23:02:17 2015	1440014537	0	97	97	97
Wed Aug 19 23:07:41 2015	1440014861	0	97	97	97
Wed Aug 19 23:05:16 2015	1440014716	0	97	97	97
Wed Aug 19 23:07:09 2015	1440014829	0	97	97	97
Wed Aug 19 23:03:12 2015	1440014592	0	97	97	97
Wed Aug 19 23:05:40 2015	1440014740	0	97	97	97
Wed Aug 19 23:07:21 2015	1440014841	0	97	97	97
Wed Aug 19 23:03:17 2015	1440014597	0	98	98	98
Wed Aug 19 23:02:34 2015	1440014554	0	98	98	98
Wed Aug 19 23:05:54 2015	1440014754	0	98	98	98
Wed Aug 19 23:05:30 2015	1440014730	0	99	99	99
Wed Aug 19 23:02:21 2015	1440014541	0	99	99	99
Wed Aug 19 23:02:30 2015	1440014550	0	99	100	99
Wed Aug 19 23:03:07 2015	1440014587	0	100	100	100
Wed Aug 19 23:05:44 2015	1440014744	0	100	100	100
Wed Aug 19 23:06:51 2015	1440014811	0	100	100	100
Wed Aug 19 23:04:55 2015	1440014695	0	100	100	100
Wed Aug 19 23:07:35 2015	1440014855	0	100	100	99
Wed Aug 19 23:02:21 2015	1440014541	0	100	100	100
Wed Aug 19 23:06:55 2015	1440014815	0	100	100	100
Wed Aug 19 23:06:47 2015	1440014807	0	100	100	100
Wed Aug 19 23:05:09 2015	1440014709	0	100	101	100
Wed Aug 19 23:02:15 2015	1440014535	0	101	101	101
Wed Aug 19 23:02:31 2015	1440014551	0	101	101	101
Wed Aug 19 23:07:47 2015	1440014867	0	101	101	101
Wed Aug 19 23:06:10 2015	1440014770	0	101	101	101
Wed Aug 19 23:03:18 2015	1440014598	0	101	101	101
Wed Aug 19 23:07:29 2015	1440014849	0	101	101	101
Wed Aug 19 23:06:57 2015	1440014817	0	101	101	101
Wed Aug 19 23:06:49 2015	1440014809	0	101	102	101
Wed Aug 19 23:07:25 2015	1440014845	0	101	102	101
Wed Aug 19 23:05:44 2015	1440014744	0	102	102	101
Wed Aug 19 23:02:45 2015	1440014565	0	102	102	102
Wed Aug 19 23:06:22 2015	1440014782	0	102	102	102
Wed Aug 19 23:05:58 2015	1440014758	0	102	102	102
Wed Aug 19 23:02:08 2015	1440014528	0	103	103	102
Wed Aug 19 23:03:46 2015	1440014626	0	103	103	102
Wed Aug 19 23:05:14 2015	1440014714	0	103	103	103
Wed Aug 19 23:06:36 2015	1440014796	0	103	103	103
Wed Aug 19 23:05:30 2015	1440014730	0	103	103	103
Wed Aug 19 23:06:51 2015	1440014811	0	103	103	103
Wed Aug 19 23:05:18 2015	1440014718	0	103	103	103
Wed Aug 19 23:06:52 2015	1440014812	0	103	103	103
Wed Aug 19 23:07:17 2015	1440014837	0	103	103	103
Wed Aug 19 23:02:07 2015	1440014527	0	103	103	103
Wed Aug 19 23:04:14 2015	1440014654	0	103	103	103
Wed Aug 19 23:02:13 2015	1440014533	0	103	103	103
Wed Aug 19 23:02:51 2015	1440014571	0	103	104	103
Wed Aug 19 23:07:23 2015	1440014843	0	103	104	103
Wed Aug 19 23:06:18 2015	1440014778	0	104	104	104
Wed Aug 19 23:04:00 2015	1440014640	0	104	104	104
Wed Aug 19 23:05:19 2015	1440014719	0	104	104	104
Wed Aug 19 23:05:06 2015	1440014706	0	104	104	104
Wed Aug 19 23:05:56 2015	1440014756	0	104	104	104
Wed Aug 19 23:02:33 2015	1440014553	0	104	104	104
Wed Aug 19 23:03:40 2015	1440014620	0	104	104	104
Wed Aug 19 23:04:45 2015	1440014685	0	104	104	104
Wed Aug 19 23:03:16 2015	1440014596	0	104	104	104
Wed Aug 19 23:07:35 2015	1440014855	0	104	104	104
Wed Aug 19 23:02:49 2015	1440014569	0	104	104	104
Wed Aug 19 23:02:57 2015	1440014577	0	104	104	104
Wed Aug 19 23:02:45 2015	1440014565	0	105	105	104
Wed Aug 19 23:03:26 2015	1440014606	0	105	105	104
Wed Aug 19 23:07:37 2015	1440014857	0	105	105	104
Wed Aug 19 23:06:27 2015	1440014787	0	105	105	105
Wed Aug 19 23:03:58 2015	1440014638	0	105	105	105
Wed Aug 19 23:05:34 2015	1440014734	0	105	105	105
Wed Aug 19 23:05:38 2015	1440014738	0	105	106	105
Wed Aug 19 23:02:22 2015	1440014542	0	105	106	105
Wed Aug 19 23:06:20 2015	1440014780	0	106	106	105
Wed Aug 19 23:03:17 2015	1440014597	0	106	106	106
Wed Aug 19 23:05:18 2015	1440014718	0	106	106	106
Wed Aug 19 23:06:45 2015	1440014805	0	106	106	106
Wed Aug 19 23:07:33 2015	1440014853	0	106	106	106
Wed Aug 19 23:06:08 2015	1440014768	0	106	106	106
Wed Aug 19 23:06:16 2015	1440014776	0	106	106	106
Wed Aug 19 23:07:03 2015	1440014823	0	106	106	106
Wed Aug 19 23:06:29 2015	1440014789	0	106	106	106
Wed Aug 19 23:07:23 2015	1440014843	0	106	106	106
Wed Aug 19 23:02:13 2015	1440014533	0	106	106	106
Wed Aug 19 23:02:33 2015	1440014553	0	106	106	106
Wed Aug 19 23:03:28 2015	1440014608	0	106	107	106
Wed Aug 19 23:04:51 2015	1440014691	0	106	107	106
Wed Aug 19 23:02:53 2015	1440014573	0	107	107	107
Wed Aug 19 23:02:40 2015	1440014560	0	107	107	107
Wed Aug 19 23:06:20 2015	1440014780	0	107	107	107
Wed Aug 19 23:06:21 2015	1440014781	0	107	107	107
Wed Aug 19 23:07:09 2015	1440014829	0	107	107	107
Wed Aug 19 23:02:59 2015	1440014579	0	107	107	107
Wed Aug 19 23:07:23 2015	1440014843	0	107	107	107
Wed Aug 19 23:06:27 2015	1440014787	0	107	107	107
Wed Aug 19 23:04:06 2015	1440014646	0	107	107	107
Wed Aug 19 23:02:59 2015	1440014579	0	107	107	107
Wed Aug 19 23:07:01 2015	1440014821	0	107	107	107
Wed Aug 19 23:05:40 2015	1440014740	0	107	108	107
Wed Aug 19 23:02:44 2015	1440014564	0	107	108	107
Wed Aug 19 23:02:55 2015	1440014575	0	108	108	107
Wed Aug 19 23:03:14 2015	1440014594	0	108	108	108
Wed Aug 19 23:07:37 2015	1440014857	0	108	108	108
Wed Aug 19 23:06:12 2015	1440014772	0	108	108	108
Wed Aug 19 23:02:42 2015	1440014562	0	108	108	108
Wed Aug 19 23:02:39 2015	1440014559	0	108	108	108
Wed Aug 19 23:04:32 2015	1440014672	0	108	108	108
Wed Aug 19 23:05:44 2015	1440014744	0	109	109	108
Wed Aug 19 23:02:48 2015	1440014568	0	109	109	109
Wed Aug 19 23:07:19 2015	1440014839	0	109	109	109
Wed Aug 19 23:06:21 2015	1440014781	0	109	109	109
Wed Aug 19 23:07:37 2015	1440014857	0	109	109	109
Wed Aug 19 23:03:33 2015	1440014613	0	109	109	109
Wed Aug 19 23:02:25 2015	1440014545	0	109	109	109
Wed Aug 19 23:04:08 2015	1440014648	0	109	109	109
Wed Aug 19 23:07:00 2015	1440014820	0	109	109	108
Wed Aug 19 23:02:05 2015	1440014525	0	109	110	109
Wed Aug 19 23:02:24 2015	1440014544	0	109	110	109
Wed Aug 19 23:05:12 2015	1440014712	0	110	110	109
Wed Aug 19 23:03:12 2015	1440014592	0	110	110	110
Wed Aug 19 23:02:53 2015	1440014573	0	110	110	110
Wed Aug 19 23:05:50 2015	1440014750	0	110	110	110
Wed Aug 19 23:02:25 2015	1440014545	0	110	110	110
Wed Aug 19 23:02:05 2015	1440014525	0	110	110	110
Wed Aug 19 23:03:46 2015	1440014626	0	110	110	110
Wed Aug 19 23:05:22 2015	1440014722	0	110	110	110
Wed Aug 19 23:03:54 2015	1440014634	0	110	110	110
Wed Aug 19 23:04:08 2015	1440014648	0	110	110	110
Wed Aug 19 23:03:28 2015	1440014608	0	110	110	103
Wed Aug 19 23:02:48 2015	1440014568	0	110	110	110
Wed Aug 19 23:03:01 2015	1440014581	0	111	111	110
Wed Aug 19 23:04:41 2015	1440014681	0	111	111	110
Wed Aug 19 23:03:40 2015	1440014620	0	111	111	110
Wed Aug 19 23:02:25 2015	1440014545	0	111	111	111
Wed Aug 19 23:06:38 2015	1440014798	0	111	111	111
Wed Aug 19 23:05:48 2015	1440014748	0	111	111	111
Wed Aug 19 23:02:08 2015	1440014528	0	111	111	111
Wed Aug 19 23:07:29 2015	1440014849	0	111	111	111
Wed Aug 19 23:06:08 2015	1440014768	0	111	111	111
Wed Aug 19 23:03:30 2015	1440014610	0	111	111	111
Wed Aug 19 23:05:14 2015	1440014714	0	111	111	111
Wed Aug 19 23:02:16 2015	1440014536	0	111	111	111
Wed Aug 19 23:07:43 2015	1440014863	0	111	111	111
Wed Aug 19 23:06:49 2015	1440014809	0	111	112	111
Wed Aug 19 23:03:34 2015	1440014614	0	112	112	112
Wed Aug 19 23:05:54 2015	1440014754	0	112	112	112
Wed Aug 19 23:03:14 2015	1440014594	0	112	112	112
Wed Aug 19 23:02:58 2015	1440014578	0	112	112	112
Wed Aug 19 23:06:06 2015	1440014766	0	112	112	112
Wed Aug 19 23:03:24 2015	1440014604	0	112	112	112
Wed Aug 19 23:02:33 2015	1440014553	0	112	112	112
Wed Aug 19 23:05:03 2015	1440014703	0	112	112	112
Wed Aug 19 23:05:30 2015	1440014730	0	112	112	112
Wed Aug 19 23:04:49 2015	1440014689	0	113	113	112
Wed Aug 19 23:03:18 2015	1440014598	0	113	113	112
Wed Aug 19 23:03:40 2015	1440014620	0	113	113	112
Wed Aug 19 23:07:20 2015	1440014840	0	113	113	113
Wed Aug 19 23:07:29 2015	1440014849	0	113	113	113
Wed Aug 19 23:03:54 2015	1440014634	0	113	113	113
Wed Aug 19 23:02:21 2015	1440014541	0	113	113	113
Wed Aug 19 23:02:11 2015	1440014531	0	113	113	113
Wed Aug 19 23:05:04 2015	1440014704	0	113	113	113
Wed Aug 19 23:06:25 2015	1440014785	0	113	113	113
Wed Aug 19 23:02:44 2015	1440014564	0	113	113	113
Wed Aug 19 23:04:18 2015	1440014658	0	113	113	113
Wed Aug 19 23:07:39 2015	1440014859	0	113	113	113
Wed Aug 19 23:05:04 2015	1440014704	0	113	113	113
Wed Aug 19 23:06:12 2015	1440014772	0	113	113	113
Wed Aug 19 23:05:40 2015	1440014740	0	113	113	113
Wed Aug 19 23:03:23 2015	1440014603	0	113	113	113
Wed Aug 19 23:06:55 2015	1440014815	0	113	114	113
Wed Aug 19 23:03:06 2015	1440014586	0	113	114	113
Wed Aug 19 23:06:05 2015	1440014765	0	114	114	114
Wed Aug 19 23:05:38 2015	1440014738	0	114	114	114
Wed Aug 19 23:06:59 2015	1440014819	0	114	114	114
Wed Aug 19 23:02:18 2015	1440014538	0	114	114	112
Wed Aug 19 23:02:24 2015	1440014544	0	114	114	114
Wed Aug 19 23:05:03 2015	1440014703	0	114	114	114
Wed Aug 19 23:07:45 2015	1440014865	0	114	114	114
Wed Aug 19 23:02:53 2015	1440014573	0	114	114	114
Wed Aug 19 23:03:08 2015	1440014588	0	115	115	115
Wed Aug 19 23:05:32 2015	1440014732	0	115	115	115
Wed Aug 19 23:03:00 2015	1440014580	0	115	115	115
Wed Aug 19 23:05:28 2015	1440014728	0	115	115	115
Wed Aug 19 23:03:16 2015	1440014596	0	115	115	115
Wed Aug 19 23:03:35 2015	1440014615	0	115	115	115
Wed Aug 19 23:05:10 2015	1440014710	0	115	115	115
Wed Aug 19 23:05:40 2015	1440014740	0	115	115	115
Wed Aug 19 23:02:50 2015	1440014570	0	115	115	115
Wed Aug 19 23:05:48 2015	1440014748	0	115	115	115
Wed Aug 19 23:06:26 2015	1440014786	0	115	115	115
Wed Aug 19 23:07:29 2015	1440014849	0	115	115	115
Wed Aug 19 23:07:19 2015	1440014839	0	115	115	115
Wed Aug 19 23:02:48 2015	1440014568	0	115	115	115
Wed Aug 19 23:04:10 2015	1440014650	0	115	115	115
Wed Aug 19 23:03:26 2015	1440014606	0	115	116	115
Wed Aug 19 23:02:04 2015	1440014524	1	114	116	114
Wed Aug 19 23:05:36 2015	1440014736	0	116	116	115
Wed Aug 19 23:06:50 2015	1440014810	0	116	116	115
Wed Aug 19 23:04:12 2015	1440014652	0	116	116	116
Wed Aug 19 23:07:45 2015	1440014865	0	116	116	115
Wed Aug 19 23:02:36 2015	1440014556	0	116	116	116
Wed Aug 19 23:05:18 2015	1440014718	0	116	116	115
Wed Aug 19 23:07:35 2015	1440014855	0	116	116	116
Wed Aug 19 23:02:21 2015	1440014541	0	116	116	116
Wed Aug 19 23:07:01 2015	1440014821	0	116	116	116
Wed Aug 19 23:06:22 2015	1440014782	0	116	117	116
Wed Aug 19 23:07:01 2015	1440014821	0	117	117	116
Wed Aug 19 23:06:34 2015	1440014794	0	117	117	117
Wed Aug 19 23:05:24 2015	1440014724	0	117	117	117
Wed Aug 19 23:02:37 2015	1440014557	0	117	117	117
Wed Aug 19 23:06:04 2015	1440014764	0	117	117	117
Wed Aug 19 23:03:04 2015	1440014584	0	117	117	117
Wed Aug 19 23:06:06 2015	1440014766	0	117	117	117
Wed Aug 19 23:07:07 2015	1440014827	0	117	117	117
Wed Aug 19 23:05:00 2015	1440014700	0	117	117	117
Wed Aug 19 23:03:10 2015	1440014590	0	117	117	117
Wed Aug 19 23:06:53 2015	1440014813	0	117	117	117
Wed Aug 19 23:05:03 2015	1440014703	0	118	118	118
Wed Aug 19 23:05:15 2015	1440014715	0	118	118	118
Wed Aug 19 23:03:37 2015	1440014617	0	118	118	118
Wed Aug 19 23:03:22 2015	1440014602	0	118	118	118
Wed Aug 19 23:05:42 2015	1440014742	0	118	118	118
Wed Aug 19 23:05:02 2015	1440014702	0	118	118	118
Wed Aug 19 23:07:05 2015	1440014825	0	118	118	118
Wed Aug 19 23:02:57 2015	1440014577	0	118	118	118
Wed Aug 19 23:02:07 2015	1440014527	0	118	118	118
Wed Aug 19 23:07:23 2015	1440014843	0	118	118	118
Wed Aug 19 23:07:01 2015	1440014821	0	118	118	118
Wed Aug 19 23:07:00 2015	1440014820	0	118	118	118
Wed Aug 19 23:02:14 2015	1440014534	0	118	118	118
Wed Aug 19 23:03:54 2015	1440014634	0	118	118	118
Wed Aug 19 23:02:33 2015	1440014553	0	118	118	118
Wed Aug 19 23:02:27 2015	1440014547	0	118	118	118
Wed Aug 19 23:07:39 2015	1440014859	0	118	118	118
Wed Aug 19 23:05:50 2015	1440014750	0	118	118	118
Wed Aug 19 23:07:45 2015	1440014865	0	118	118	118
Wed Aug 19 23:07:49 2015	1440014869	0	118	119	118
Wed Aug 19 23:07:41 2015	1440014861	0	118	119	118
Wed Aug 19 23:05:42 2015	1440014742	0	119	119	119
Wed Aug 19 23:02:34 2015	1440014554	0	119	119	119
Wed Aug 19 23:03:17 2015	1440014597	0	119	119	119
Wed Aug 19 23:03:16 2015	1440014596	0	119	119	119
Wed Aug 19 23:06:44 2015	1440014804	0	119	119	119
Wed Aug 19 23:03:35 2015	1440014615	0	119	119	119
Wed Aug 19 23:07:07 2015	1440014827	0	119	119	119
Wed Aug 19 23:04:00 2015	1440014640	0	119	119	119
Wed Aug 19 23:02:40 2015	1440014560	0	119	119	119
Wed Aug 19 23:02:40 2015	1440014560	0	119	119	119
Wed Aug 19 23:07:43 2015	1440014863	0	119	120	119
Wed Aug 19 23:02:47 2015	1440014567	0	119	120	119
Wed Aug 19 23:02:34 2015	1440014554	0	120	120	119
Wed Aug 19 23:03:30 2015	1440014610	0	120	120	120
Wed Aug 19 23:03:47 2015	1440014627	0	120	120	120
Wed Aug 19 23:03:50 2015	1440014630	0	120	120	120
Wed Aug 19 23:02:48 2015	1440014568	0	120	120	119
Wed Aug 19 23:03:40 2015	1440014620	0	120	120	120
Wed Aug 19 23:05:02 2015	1440014702	0	120	120	120
Wed Aug 19 23:07:33 2015	1440014853	0	120	120	120
Wed Aug 19 23:06:06 2015	1440014766	0	120	120	120
Wed Aug 19 23:02:37 2015	1440014557	0	120	120	120
Wed Aug 19 23:07:45 2015	1440014865	0	120	120	120
Wed Aug 19 23:05:02 2015	1440014702	0	120	120	120
Wed Aug 19 23:06:04 2015	1440014764	0	120	120	120
Wed Aug 19 23:05:08 2015	1440014708	0	120	120	120
Wed Aug 19 23:02:12 2015	1440014532	0	120	121	120
Wed Aug 19 23:06:11 2015	1440014771	0	121	121	120
Wed Aug 19 23:07:03 2015	1440014823	0	121	121	121
Wed Aug 19 23:07:14 2015	1440014834	0	121	121	121
Wed Aug 19 23:02:30 2015	1440014550	0	121	121	121
Wed Aug 19 23:06:26 2015	1440014786	0	121	121	121
Wed Aug 19 23:02:06 2015	1440014526	0	121	121	121
Wed Aug 19 23:02:51 2015	1440014571	0	121	121	121
Wed Aug 19 23:07:31 2015	1440014851	0	121	121	121
Wed Aug 19 23:06:00 2015	1440014760	0	121	121	121
Wed Aug 19 23:02:07 2015	1440014527	0	121	121	121
Wed Aug 19 23:07:19 2015	1440014839	0	121	121	121
Wed Aug 19 23:06:25 2015	1440014785	0	121	121	121
Wed Aug 19 23:06:18 2015	1440014778	0	122	122	121
Wed Aug 19 23:02:37 2015	1440014557	0	122	122	121
Wed Aug 19 23:02:22 2015	1440014542	0	122	122	121
Wed Aug 19 23:04:52 2015	1440014692	0	122	122	122
Wed Aug 19 23:02:31 2015	1440014551	0	122	122	116
Wed Aug 19 23:03:25 2015	1440014605	0	122	122	122
Wed Aug 19 23:04:32 2015	1440014672	0	122	122	122
Wed Aug 19 23:05:46 2015	1440014746	0	122	122	122
Wed Aug 19 23:07:29 2015	1440014849	0	122	122	122
Wed Aug 19 23:04:51 2015	1440014691	0	122	122	122
Wed Aug 19 23:04:56 2015	1440014696	0	122	122	122
Wed Aug 19 23:05:02 2015	1440014702	0	122	122	122
Wed Aug 19 23:02:07 2015	1440014527	0	122	123	122
Wed Aug 19 23:02:11 2015	1440014531	0	123	123	122
Wed Aug 19 23:06:16 2015	1440014776	0	123	123	122
Wed Aug 19 23:03:16 2015	1440014596	0	123	123	122
Wed Aug 19 23:05:22 2015	1440014722	0	123	123	123
Wed Aug 19 23:05:14 2015	1440014714	0	123	123	122
Wed Aug 19 23:05:28 2015	1440014728	0	123	123	123
Wed Aug 19 23:07:33 2015	1440014853	0	123	123	123
Wed Aug 19 23:03:11 2015	1440014591	0	123	123	123
Wed Aug 19 23:05:50 2015	1440014750	0	123	123	123
Wed Aug 19 23:04:02 2015	1440014642	0	123	123	123
Wed Aug 19 23:03:40 2015	1440014620	0	123	123	123
Wed Aug 19 23:05:17 2015	1440014717	0	123	123	123
Wed Aug 19 23:04:58 2015	1440014698	0	123	123	123
Wed Aug 19 23:04:14 2015	1440014654	0	123	123	123
Wed Aug 19 23:03:28 2015	1440014608	0	123	123	123
Wed Aug 19 23:03:46 2015	1440014626	0	123	123	123
Wed Aug 19 23:07:04 2015	1440014824	0	123	123	123
Wed Aug 19 23:02:32 2015	1440014552	0	123	123	123
Wed Aug 19 23:02:04 2015	1440014524	2	122	123	121
Wed Aug 19 23:03:48 2015	1440014628	0	123	124	123
Wed Aug 19 23:03:44 2015	1440014624	0	123	124	123
Wed Aug 19 23:04:06 2015	1440014646	0	124	124	123
Wed Aug 19 23:06:37 2015	1440014797	0	124	124	124
Wed Aug 19 23:02:33 2015	1440014553	0	124	124	124
Wed Aug 19 23:04:10 2015	1440014650	0	124	124	124
Wed Aug 19 23:02:06 2015	1440014526	0	124	124	124
Wed Aug 19 23:05:48 2015	1440014748	0	124	124	124
Wed Aug 19 23:03:30 2015	1440014610	0	124	124	124
Wed Aug 19 23:02:58 2015	1440014578	0	124	125	124
Wed Aug 19 23:04:02 2015	1440014642	0	124	125	124
Wed Aug 19 23:07:27 2015	1440014847	0	124	125	124
Wed Aug 19 23:06:52 2015	1440014812	0	124	125	124
Wed Aug 19 23:06:38 2015	1440014798	0	125	125	124
Wed Aug 19 23:02:45 2015	1440014565	0	125	125	124
Wed Aug 19 23:03:24 2015	1440014604	0	125	125	124
Wed Aug 19 23:02:13 2015	1440014533	0	125	125	124
Wed Aug 19 23:07:31 2015	1440014851	0	125	125	124
Wed Aug 19 23:06:49 2015	1440014809	0	125	125	125
Wed Aug 19 23:02:20 2015	1440014540	0	125	125	125
Wed Aug 19 23:05:13 2015	1440014713	0	125	125	125
Wed Aug 19 23:02:51 2015	1440014571	0	125	125	125
Wed Aug 19 23:05:26 2015	1440014726	0	125	125	125
Wed Aug 19 23:04:48 2015	1440014688	0	125	125	125
Wed Aug 19 23:07:43 2015	1440014863	0	125	125	125
Wed Aug 19 23:05:34 2015	1440014734	0	125	125	125
Wed Aug 19 23:06:26 2015	1440014786	0	125	125	125
Wed Aug 19 23:04:21 2015	1440014661	0	125	125	125
Wed Aug 19 23:06:10 2015	1440014770	0	125	126	125
Wed Aug 19 23:07:21 2015	1440014841	0	125	126	125
Wed Aug 19 23:04:47 2015	1440014687	0	126	126	125
Wed Aug 19 23:04:02 2015	1440014642	0	126	126	125
Wed Aug 19 23:03:31 2015	1440014611	0	126	126	126
Wed Aug 19 23:02:36 2015	1440014556	0	126	126	126
Wed Aug 19 23:03:50 2015	1440014630	0	126	126	126
Wed Aug 19 23:04:20 2015	1440014660	0	126	126	126
Wed Aug 19 23:07:17 2015	1440014837	0	126	126	126
Wed Aug 19 23:02:07 2015	1440014527	0	126	126	126
Wed Aug 19 23:04:53 2015	1440014693	0	126	126	126
Wed Aug 19 23:02:42 2015	1440014562	0	126	126	126
Wed Aug 19 23:07:49 2015	1440014869	0	126	126	126
Wed Aug 19 23:07:27 2015	1440014847	0	126	126	126
Wed Aug 19 23:03:42 2015	1440014622	0	126	126	126
Wed Aug 19 23:04:45 2015	1440014685	0	126	126	126
Wed Aug 19 23:05:10 2015	1440014710	0	126	126	126
Wed Aug 19 23:03:27 2015	1440014607	0	126	127	126
Wed Aug 19 23:05:00 2015	1440014700	0	126	127	126
Wed Aug 19 23:06:13 2015	1440014773	0	127	127	126
Wed Aug 19 23:02:16 2015	1440014536	0	127	127	126
Wed Aug 19 23:02:17 2015	1440014537	0	127	127	127
Wed Aug 19 23:06:25 2015	1440014785	0	127	127	127
Wed Aug 19 23:04:57 2015	1440014697	0	127	127	127
Wed Aug 19 23:02:40 2015	1440014560	0	127	127	127
Wed Aug 19 23:06:02 2015	1440014762	0	127	127	127
Wed Aug 19 23:04:46 2015	1440014686	0	127	127	127
Wed Aug 19 23:02:11 2015	1440014531	0	127	127	127
Wed Aug 19 23:07:39 2015	1440014859	0	127	127	127
Wed Aug 19 23:04:48 2015	1440014688	0	127	127	127
Wed Aug 19 23:05:20 2015	1440014720	0	127	127	127
Wed Aug 19 23:05:38 2015	1440014738	0	127	127	127
Wed Aug 19 23:06:34 2015	1440014794	0	127	127	127
Wed Aug 19 23:02:15 2015	1440014535	0	127	127	127
Wed Aug 19 23:02:20 2015	1440014540	0	127	127	127
Wed Aug 19 23:02:28 2015	1440014548	0	127	127	127
Wed Aug 19 23:04:00 2015	1440014640	0	127	127	127
Wed Aug 19 23:03:04 2015	1440014584	0	127	127	127
Wed Aug 19 23:06:30 2015	1440014790	0	127	127	127
Wed Aug 19 23:05:15 2015	1440014715	0	127	127	127
Wed Aug 19 23:02:39 2015	1440014559	0	127	128	127
Wed Aug 19 23:02:37 2015	1440014557	0	127	128	127
Wed Aug 19 23:05:22 2015	1440014722	0	127	128	127
Wed Aug 19 23:05:44 2015	1440014744	0	128	128	127
Wed Aug 19 23:03:04 2015	1440014584	0	128	128	127
Wed Aug 19 23:05:30 2015	1440014730	0	128	128	128
Wed Aug 19 23:07:10 2015	1440014830	0	128	128	128
Wed Aug 19 23:06:38 2015	1440014798	0	128	128	128
Wed Aug 19 23:04:04 2015	1440014644	0	128	128	128
Wed Aug 19 23:04:06 2015	1440014646	0	128	128	128
Wed Aug 19 23:07:23 2015	1440014843	0	128	128	128
Wed Aug 19 23:07:29 2015	1440014849	0	128	128	128
